Number,0
CC110108004000,593
CC110108004400,531
CC110106001800,508
CC110108002300,507
CC110105002300,471
CC110108002800,471
CC110108004500,456
CC110208003600,388
CC110108004700,376
CC110104002400,346
CC110208001800,334
CC110106004900,327
CC110215004750,311
CC110108002850,308
CC110208002500,304
CC110105002750,289
CC110209010200,287
CC110212005800,268
CC110203504500,263
CC110210004100,247
CC110220003600,241
CC110108003400,240
CC110208003750,240
CC110210005000,239
CC110208002020,239
CC110108003550,237
CC110208001620,233
CC110203502850,230
CC110209003250,220
CC110108004300,219
CC110208001400,215
CC110215003050,214
CC110215007500,211
CC110106002300,209
CC110105003100,207
CC110207002100,207
CC110210002800,207
CC110220004600,196
CC110208004000,193
CC110209004150,187
CC110208001900,182
CC110105005300,181
CC110208002900,181
CC110108003950,178
CC110108002250,178
CC110215005100,176
CC110215002700,174
CC110208004700,174
CC110208002100,170
CC110230006100,162
CC110108002650,160
CC110210003000,159
CC110209005800,158
CC110108002350,153
CC110106002150,151
CC110108003300,149
CC110108003600,148
CC110105003000,147
CC110215003750,145
CC110207005500,144
CC110108008350,142
CC110220005600,142
CC110215003500,141
CC110104004050,141
CC110104004950,141
CC110207003550,139
CC110106001500,137
CC110108004800,137
CC110105003400,137
CC110230006750,135
CC110106003500,134
CC11024000410M,133
CC110208002950,130
CC110108008000,130
CC110208004800,129
CC110210003600,128
CC110108006000,128
CC110210006700,125
CC110105001350,124
CC110210005600,124
CC110225006400,122
CC110210004500,121
CC110207001420,120
CC110250009300,119
CC110105004700,119
CC110215006300,117
CC110208004500,115
CC110210009800,115
CC110220018000,115
CC110109002200,114
CC110216003070,114
CC110208003300,114
CC110108002600,112
CC110235004200,111
CC110215003800,111
CC110240008150,110
CC110210004450,108
CC110208003500,107
CC110104004300,106
CC110208002650,104
CC110110001480,103
CC110216003060,102
CC110105001800,102
CC110108001650,101
CC110210002900,101
CC110108003150,100
CC110108002000,100
CC110108003750,100
CC110109002900,99
CC110215008000,97
CC110105001200,97
CC110208002400,95
CC110215005000,93
CC110106003400,91
CC110209002900,91
CC110108001900,89
CC110210002450,89
CC110208005150,88
CC110108004200,88
CC110212002060,88
CC110105004500,87
CC110105004900,86
CC110203503250,85
CC110210002200,85
CC110215006000,84
CC110104003400,84
CC110106002900,83
CC110108001500,83
CC110106001900,82
CC110108002900,82
CC110212003900,82
CC110208005200,82
CC110215005150,82
CC110108002200,80
CC110208001500,79
CC110108002400,79
CC110104002700,77
CC110105003800,76
CC110215002600,74
CC110215004650,74
CC110208004200,74
CC110208001420,73
CC110106002250,72
CC110025005650,70
CC110016008400,69
CC110210006200,69
CC110215003000,67
CC110108002750,67
CC110220002390,67
CC110215003400,66
CC110215005750,66
CC110208004250,66
CC110225003800,64
CC110208002800,64
CC110105003700,63
CC110207001900,63
CC110120002200,63
CC110109002300,62
CC110212002500,62
CC110208004150,62
CC110108003200,61
CC110208003400,61
CC110212002600,61
CC110110002050,60
CC110208003700,60
CC110250006500,59
CC110215004550,59
CC110230005800,59
CC110209002400,59
CC110209003050,59
CC110208006100,57
CC110207004500,57
CC110210002500,56
CC110225006900,56
CC110208004300,56
CC110109001550,56
CC110016004950,54
CC110212003550,54
CC110105004400,53
CC110208002300,53
CC110208002850,53
CC110212003400,51
CC110209004050,51
CC110215007100,50
CC110230007800,50
CC110215004900,50
CC110220004250,49
CC110108005150,49
CC110220007450,49
CC110115005750,48
CC110215003700,48
CC110212005000,48
CC110230004400,48
CC110240005900,47
CC110220003100,47
CC110215005650,46
CC110210003200,46
CC110207001650,46
CC110108007200,45
CC110208001700,44
CC110106003800,44
CC110208008450,44
CC110220003800,44
CC110115001500,44
CC110108004900,44
CC110208008000,43
CC110215004950,43
CC110210001850,42
CC110208004350,42
CC110106004400,42
CC110110003000,42
CC110210009050,42
CC110106002200,42
CC110215004400,41
CC110115003050,41
CC110208002700,41
CC110225003600,40
CC110210002600,40
CC110220004300,39
CC110106004700,39
CC110104002350,39
CC110240008100,39
CC110216003750,39
CC110203504900,38
CC110250005700,38
CC110215006900,38
CC110210004800,37
CC110215005800,37
CC110208004100,36
CC110208005900,35
CC110208004750,35
CC110203502200,35
CC110105001400,35
CC110208007000,34
CC110220006200,34
CC110210006800,34
CC110210007500,34
CC110210011500,33
CC110208002150,33
CC110210002000,32
CC110105002600,32
CC110207008200,32
CC110212004300,32
CC110212012100,31
CC110016005100,30
CC110210003900,30
CC110216010400,30
CC110230005250,30
CC110208008200,30
CC110207002150,30
CC110108001800,30
CC110106001450,30
CC110208004600,29
CC110220002250,29
CC110212006800,29
CC110210009150,29
CC110207002450,29
CC110220002380,28
CC110210002400,28
CC110110003900,28
CC110105001100,28
CC110106001600,28
CC110108003000,28
CC110212009400,28
CC110212003800,27
CC110208005500,27
CC110210004600,27
CC110110002400,26
CC110106002800,26
CC110208006000,26
CC110106005750,26
CC110208011600,25
CC110208005700,25
CC110108003350,25
CC110214004850,25
CC110250009800,25
CC110209004300,24
CC110210009900,24
CC110104001650,24
CC110220003040,24
CC110108005900,23
CC110106003600,23
CC110210011200,23
CC110214006050,23
CC110104002100,23
CC110020003300,23
CC110220005050,22
CC110212009500,22
CC110212006400,22
CC110108002100,22
CC110220005250,22
CC110210008800,22
CC110105001550,21
CC110030003000,21
CC110250006300,21
CC110106009700,20
CC110210008250,20
CC110210008200,20
CC110207001600,20
CC110212004900,20
CC110210010800,20
CC110216010750,19
CC110105002400,19
CC110212006200,19
CC110212007800,19
CC110220007200,19
CC110208006250,19
CC110210005300,19
CC110210006500,19
CC110212005600,18
CC110207008000,18
CC110209003500,17
CC110212002900,17
CC110110005750,17
CC110216013000,17
CC110106001400,17
CC110212005300,17
CC110230012400,17
CC110106006000,17
CC110210003700,16
CC110104004100,16
CC110203502300,16
CC110210008100,15
CC110025009200,15
CC110108001600,15
CC110210008750,15
CC110108006800,15
CC110108001420,15
CC110210004850,15
CC110250010300,15
CC110105002000,15
CC110240004100,15
CC110212002200,15
CC110208002000,15
CC110106005500,14
CC110210010400,14
CC110216009600,14
CC110216004950,14
CC110210011250,14
CC110212003100,14
CC110208009000,14
CC110208007100,14
CC110207005700,13
CC110020004250,13
CC110108003450,13
CC110210013350,13
CC110210009200,13
CC110212003300,13
CC110212006000,13
CC110208008500,13
CC110209003750,13
CC110208005000,12
CC110203501950,12
CC110212012150,12
CC110208003800,12
CC110106003650,12
CC110210005750,12
CC110208008100,12
CC110210009500,12
CC110208005400,12
CC110208006050,12
CC110208001600,12
CC110208007700,12
CC110025005100,11
CC110210009100,11
CC110207005200,11
CC110208007250,11
CC110109005300,11
CC110220006050,11
CC110106002400,11
CC110216002450,11
CC110210007300,11
CC110106003100,10
CC110220005670,10
CC110106005200,10
CC110215008500,10
CC110040007000,10
CC110105001500,10
CC110210005250,10
CC110110002500,10
CC110215003600,10
CC110108005400,10
CC110210006450,10
CC110208002250,10
CC110108007000,10
CC110210007200,10
CC110208002550,10
CC110215002900,10
CC110212002000,10
CC110210007100,9
CC110110001800,9
CC110240006400,9
CC110250007700,9
CC110220007100,9
CC110210004750,9
CC110108007250,9
CC110208006500,9
CC110108006750,9
CC110115003000,8
CC110208002600,8
CC110106004300,8
CC110106007500,8
CC110208007900,8
CC110210008300,8
CC110108006600,8
CC110207004300,8
CC110205001800,7
CC110205003100,7
CC110210001480,7
CC110208009750,7
CC110104001750,7
CC110108007400,7
CC110207005550,7
CC110208007400,7
CC110215001480,7
CC110108002500,7
CC110106004200,6
CC110215002300,6
CC110240005600,6
CC110212011500,6
CC110104002250,6
CC110108005850,6
CC110104002500,6
CC110106002500,6
CC110215005400,6
CC110106004500,6
CC110240009400,6
CC110208005600,6
CC110106002600,5
CC110240008300,5
CC110207001850,5
CC110212010200,5
CC110212010300,5
CC110240007000,5
CC110207007650,5
CC110115003700,5
CC110212003350,5
CC110212001400,5
CC110216003500,5
CC110105002200,5
CC110104003250,5
CC110207006950,4
CC110207007100,4
CC110212003600,4
CC110104003500,4
CC110105001450,4
CC110105001650,4
CC110104002000,4
CC110210004650,4
CC110210001800,4
CC110110005000,4
CC110210003800,4
CC110104001450,4
CC110106005300,4
CC110108003500,4
CC110215007600,4
CC110103504500,4
CC110020005500,3
CC110108007800,3
CC110220002600,3
CC110212002400,3
CC110208007800,3
CC110108002150,3
CC110220003300,3
CC110104002850,3
CC110106004050,3
CC110108001250,3
CC110106007000,3
CC110203002150,3
CC110106005800,3
CC110203002200,3
CC110207003800,3
CC110209001550,3
CC110207002000,3
CC110203003750,3
CC110220005000,3
CC110203013200,3
CC110106005700,3
CC110210007900,2
CC110210001450,2
CC110215004700,2
CC110105002150,2
CC110203004300,2
CC110215003300,2
CC110214003850,2
CC110210005100,2
CC110115005100,2
CC110203001500,2
CC110203002700,2
CC110107004500,2
CC110208002750,2
CC110220005800,2
CC110212007900,2
CC110215004000,1
CC110225005300,1
CC110216001900,1
CC110235005800,1
CC110110002450,1
CC110230005300,1
CC110210004200,1
CC110210004150,1
CC110110004450,1
CC110110006200,1
CC110108002020,1
CC110108001950,1
CC110108001620,1
CC110206001800,1
CC110120002390,1
CC110200018000,1
CC110203001200,1
CC110108001400,1
CC110235006800,1
CC110240007100,1
CC110104002550,1
CC110205003700,1
CC110205004700,1
CC110240008400,1
CC110110004100,1
